0.265048,1045.03,1089.84,0.366141,55.7924,35.2792,1688.12,525.554
0.11166,1158.99,968.602,0.463733,56.6182,2.07525,1688.25,525.554
0.11166,1366.05,673.075,0.5683,46.139,2.07525,1688.52,525.554
0.11166,2056.24,261.018,0.261524,19.7826,2.07525,1689.75,525.554
0.11166,3577.88,15.0528,0.254549,0,2.07525,1692.97,525.554
0.557667,1045.03,1069.77,0.817953,55.7924,35.2792,1688.47,525.554
0.234935,1158.99,968.602,1.04171,56.6182,2.07525,1688.6,525.554
0.234935,1366.05,673.075,0.735477,46.139,2.07525,1688.87,525.554
0.234935,2056.24,261.018,0.603514,19.7826,2.07525,1690.1,525.554
0.234935,3577.88,15.0528,0.587018,0,2.07525,1693.32,525.554
0.247646,1045.03,860.877,1.56078,50.3932,2.07525,1689.31,525.554
0.247646,1158.99,839.987,1.99573,50.6057,2.07525,1689.44,525.554
0.247646,1366.05,624.947,1.56078,47.9367,2.07525,1689.71,525.554
0.247646,2056.24,261.018,1.5134,19.7826,2.07525,1690.94,525.554
0.247646,3577.88,15.0528,1.46602,0,2.07525,1694.16,525.554
0.289688,1045.03,840.806,1.04193,50.3932,2.07525,1690.72,525.554
0.289688,1158.99,730.214,1.04193,48.6015,2.07525,1690.85,525.554
0.289688,1366.05,523.776,1.04193,41.3454,2.07525,1691.12,525.554
0.289688,2056.24,250.982,1.04193,19.7826,2.07525,1692.35,525.554
0.289688,3577.88,15.0528,1.04193,0,2.07525,1695.57,525.554
0.422314,1045.03,840.806,2.39733,50.3932,2.07525,1693.66,525.554
0.422314,1158.99,730.214,2.39733,48.6015,2.07525,1693.79,525.554
0.422314,1366.05,523.776,2.39733,41.3454,2.07525,1694.06,525.554
0.422314,2056.24,250.982,2.39733,19.7826,2.07525,1695.29,525.554
0.422314,3577.88,15.0528,2.39733,0,2.07525,1698.51,525.554
